Gemeentecode,Gemeentenaam,Provinciecode,Provincienaam,GemiddeldAardgasverbruik,GemiddeldElektriciteitsverbruik,Unnamed: 0,distance,WeerStation,pctzon_gemiddeld,FG_gemiddeld,Inwoneraantal,"Groot, middelgroot en klein",Kleur,AantalInstallatiesBijWoningen,OpgesteldVermogenVanZonnepanelen
542,KRIMPEN AAN DEN IJSSEL,28,ZUID-HOLLAND,85240.0,187870.0,5660.0,11.321263814737383,ROTTERDAM,37.1,4.4,,,NO DATA,2913.0,10143.0
1931,KRIMPENERWAARD,28,ZUID-HOLLAND,708160.0,1575300.0,,,,,,55644.0,Middelgroot,NO DATA,6930.0,22773.0
1659,LAARBEEK,30,NOORD-BRABANT,190030.0,423920.0,9774.0,15.61013626760321,VOLKEL,37.2,3.7,,,ROOD,4446.0,18622.0
1685,LANDERD,30,NOORD-BRABANT,164930.0,384430.0,10060.0,7.272382724803503,VOLKEL,37.2,3.7,,,ROOD,3342.0,14830.0
882,LANDGRAAF,31,LIMBURG,327760.0,674800.0,8751.0,19.2339552321987,MAASTRICHT,36.1,4.2,37612.0,Klein,WIT,11004.0,38509.0
415,LANDSMEER,27,NOORD-HOLLAND,117390.0,254590.0,4465.0,17.475504436166318,SCHIPHOL,37.7,5.0,,,NO DATA,2205.0,9298.0
416,LANGEDIJK,27,NOORD-HOLLAND,79430.0,189130.0,4473.0,13.92502306470524,BERKHOUT,   38.6,,,,NO DATA,8133.0,23388.0
1621,LANSINGERLAND,28,ZUID-HOLLAND,637030.0,1636700.0,9586.0,5.878760486470607,ROTTERDAM,37.1,4.4,61155.0,Middelgroot,NO DATA,12697.0,36323.0
417,LAREN,27,NOORD-HOLLAND,176910.0,327510.0,4502.0,17.010648490909904,DE BILT,36.4,3.6,,,NO DATA,573.0,2214.0
80,LEEUWARDEN,21,FRIESLAND,1152690.0,2174630.0,819.0,4.697423395920725,LEEUWARDEN,38.0,4.7,122415.0,Groot,NO DATA,28214.0,90692.0
546,LEIDEN,28,ZUID-HOLLAND,495220.0,1150540.0,5716.0,3.672740900774641,VOORSCHOTEN,,,124306.0,Groot,NO DATA,10607.0,28411.0
547,LEIDERDORP,28,ZUID-HOLLAND,180260.0,421900.0,5742.0,7.094386541077499,VOORSCHOTEN,,,,,NO DATA,3300.0,11184.0
1916,LEIDSCHENDAM-VOORBURG,28,ZUID-HOLLAND,539730.0,1111310.0,11124.0,6.351016525087891,VOORSCHOTEN,,,74947.0,Middelgroot,NO DATA,6369.0,19273.0
995,LELYSTAD,24,FLEVOLAND,721630.0,1967790.0,9400.0,10.958978248906044,LELYSTAD,37.6,4.4,77389.0,Middelgroot,NO DATA,18866.0,60992.0
1640,LEUDAL,31,LIMBURG,501730.0,1089610.0,9609.0,36.38174843761891,MAASTRICHT,36.1,4.2,35857.0,Klein,GEEL,8979.0,39504.0
327,LEUSDEN,26,UTRECHT,345670.0,748960.0,3280.0,18.40053286692452,DE BILT,36.4,3.6,,,NO DATA,6822.0,22724.0
1705,LINGEWAARD,25,GELDERLAND,274670.0,602590.0,10247.0,17.733316926325575,DEELEN,35.0,3.8,46372.0,Klein,NO DATA,9638.0,34493.0
553,LISSE,28,ZUID-HOLLAND,262000.0,590660.0,5768.0,14.653352511152754,VOORSCHOTEN,,,,,NO DATA,5328.0,12724.0
262,LOCHEM,25,GELDERLAND,472280.0,896500.0,2430.0,26.035306020732275,HUPSEL,   36.3,3.4,33574.0,Klein,NO DATA,8041.0,30242.0
809,LOON OP ZAND,30,NOORD-BRABANT,362660.0,843280.0,7990.0,12.114993591341053,GILZE-RIJEN,36.9,3.7,,,ORANJE,3098.0,11599.0
331,LOPIK,26,UTRECHT,171420.0,380420.0,3330.0,2.490235845260842,CABAUW,      -,4.3,,,NO DATA,2448.0,9226.0
24,LOPPERSUM,20,GRONINGEN,258630.0,404700.0,266.0,26.27844457917212,EELDE,   35.6,4.2,,,GEEL,4536.0,17710.0
168,LOSSER,23,OVERIJSSEL,210310.0,426170.0,1581.0,7.210507317383553,TWENTHE,35.7,3.5,,,GEEL,4723.0,17848.0
263,MAASDRIEL,25,GELDERLAND,311440.0,678400.0,2453.0,13.275126154083202,HERWIJNEN,37.6,4.1,,,NO DATA,6523.0,22768.0
1641,MAASGOUW,31,LIMBURG,278580.0,547750.0,9635.0,29.077108336395508,MAASTRICHT,36.1,4.2,,,ROOD,6580.0,26106.0
556,MAASSLUIS,28,ZUID-HOLLAND,216070.0,524520.0,5790.0,14.140054594551785,ROTTERDAM,37.1,4.4,32518.0,Klein,NO DATA,2774.0,7996.0
935,MAASTRICHT,31,LIMBURG,535380.0,1063410.0,8985.0,6.975905130427596,MAASTRICHT,36.1,4.2,122723.0,Groot,WIT,15204.0,48914.0
420,MEDEMBLIK,27,NOORD-HOLLAND,635230.0,1379320.0,4525.0,10.087604919862171,BERKHOUT,   38.6,,44480.0,Klein,NO DATA,11998.0,37299.0
938,MEERSSEN,31,LIMBURG,215560.0,417500.0,9037.0,0.5487136220726804,MAASTRICHT,36.1,4.2,,,WIT,4668.0,18729.0
1948,MEIERIJSTAD,30,NOORD-BRABANT,973390.0,2166120.0,,,,,,80148.0,Middelgroot,ORANJE,18674.0,71632.0
119,MEPPEL,22,DRENTHE,456790.0,938430.0,1264.0,21.51488257748152,MARKNESSE,38.2,4.2,33410.0,Klein,ROOD,7478.0,25114.0
687,MIDDELBURG,29,ZEELAND,239730.0,480830.0,6991.0,8.375489558913543,VLISSINGEN,40.2,6.4,48303.0,Klein,NO DATA,11616.0,30928.0
1842,MIDDEN-DELFLAND,28,ZUID-HOLLAND,145190.0,308170.0,10860.0,9.12455221537344,ROTTERDAM,37.1,4.4,,,NO DATA,4850.0,14509.0
1731,MIDDEN-DRENTHE,22,DRENTHE,605140.0,1093740.0,10618.0,14.264914462194133,HOOGEVEEN,36.3,4.0,33172.0,Klein,ROOD,12505.0,42912.0
1952,MIDDEN-GRONINGEN,20,GRONINGEN,938150.0,1673030.0,,,,,,60951.0,Middelgroot,ROOD,19292.0,66631.0
815,MILL EN SINT HUBERT,30,NOORD-BRABANT,202940.0,460840.0,8032.0,5.429553336932003,VOLKEL,37.2,3.7,,,ROOD,2190.0,10410.0
1709,MOERDIJK,30,NOORD-BRABANT,443300.0,1051880.0,10330.0,28.26149213505684,GILZE-RIJEN,36.9,3.7,36967.0,Klein,ORANJE,6777.0,24151.0
1978,MOLENLANDEN,28,ZUID-HOLLAND,910680.0,1869380.0,,,,,,43846.0,Klein,NO DATA,6517.0,23451.0
1955,MONTFERLAND,25,GELDERLAND,310910.0,691750.0,11157.0,28.82823821047136,DEELEN,35.0,3.8,35627.0,Klein,NO DATA,9504.0,37957.0
335,MONTFOORT,26,UTRECHT,158470.0,349850.0,3382.0,9.194054755281368,CABAUW,      -,4.3,,,NO DATA,2544.0,8585.0
944,MOOK EN MIDDELAAR,31,LIMBURG,94590.0,187650.0,9072.0,16.7629748607471,VOLKEL,37.2,3.7,,,ROOD,1929.0,7768.0
1740,NEDER-BETUWE,25,GELDERLAND,217040.0,478910.0,10689.0,24.58853510975852,DEELEN,35.0,3.8,,,NO DATA,3503.0,12828.0
946,NEDERWEERT,31,LIMBURG,209550.0,487150.0,9081.0,34.01965663821251,EINDHOVEN,36.9,3.8,,,ROOD,5034.0,21928.0
356,NIEUWEGEIN,26,UTRECHT,238120.0,857710.0,3644.0,9.74234834188758,DE BILT,36.4,3.6,62426.0,Middelgroot,NO DATA,7430.0,22245.0
569,NIEUWKOOP,28,ZUID-HOLLAND,286580.0,673150.0,5869.0,16.69656483526941,SCHIPHOL,37.7,5.0,,,NO DATA,4682.0,16446.0
267,NIJKERK,25,GELDERLAND,387560.0,873800.0,2500.0,25.136043880919683,DE BILT,36.4,3.6,42307.0,Klein,NO DATA,9574.0,33522.0
268,NIJMEGEN,25,GELDERLAND,483560.0,1042100.0,2546.0,22.10130962880246,VOLKEL,37.2,3.7,175948.0,Groot,NO DATA,28139.0,83485.0
1930,NISSEWAARD,28,ZUID-HOLLAND,693350.0,1926700.0,,,,,,84588.0,Middelgroot,NO DATA,11458.0,30438.0
1970,NOARDEAST-FRYSLÂN,21,FRIESLAND,,,,,,,,,,NO DATA,,
1695,NOORD-BEVELAND,29,ZEELAND,156480.0,305310.0,10111.0,19.31691988981859,VLISSINGEN,40.2,6.4,,,NO DATA,2553.0,8502.0
1699,NOORDENVELD,22,DRENTHE,366990.0,633030.0,10146.0,8.909540043488654,EELDE,   35.6,4.2,32370.0,Klein,GEEL,9410.0,33756.0
171,NOORDOOSTPOLDER,24,FLEVOLAND,495430.0,1089900.0,1602.0,6.730122155657996,MARKNESSE,38.2,4.2,46625.0,Klein,NO DATA,8387.0,34802.0
575,NOORDWIJK,28,ZUID-HOLLAND,203390.0,424660.0,5924.0,12.252919370138134,VOORSCHOTEN,,,42661.0,Klein,NO DATA,6126.0,19413.0
820,"NUENEN, GERWEN EN NEDERWETTEN",30,NOORD-BRABANT,160500.0,335420.0,8041.0,11.958793791085087,EINDHOVEN,36.9,3.8,,,GEEL,4863.0,18682.0
302,NUNSPEET,25,GELDERLAND,185060.0,375360.0,2978.0,21.465805569465942,LELYSTAD,37.6,4.4,,,NO DATA,4143.0,15694.0
579,OEGSTGEEST,28,ZUID-HOLLAND,142350.0,336980.0,5976.0,5.364826753562608,VOORSCHOTEN,,,,,NO DATA,4197.0,12062.0
823,OIRSCHOT,30,NOORD-BRABANT,201870.0,488210.0,8067.0,7.384040841520639,EINDHOVEN,36.9,3.8,,,ORANJE,2964.0,13530.0
824,OISTERWIJK,30,NOORD-BRABANT,428300.0,915420.0,8093.0,17.201232997507883,EINDHOVEN,36.9,3.8,,,ORANJE,3649.0,14185.0
1895,OLDAMBT,20,GRONINGEN,608780.0,1030200.0,11067.0,6.70532926597294,NIEUW BEERTA,36.6,5.0,38075.0,Klein,GEEL,6065.0,24106.0
269,OLDEBROEK,25,GELDERLAND,261530.0,548880.0,2564.0,26.53661595936814,MARKNESSE,38.2,4.2,,,NO DATA,4654.0,19701.0
173,OLDENZAAL,23,OVERIJSSEL,296250.0,637160.0,1633.0,4.649598239403505,TWENTHE,35.7,3.5,31915.0,Klein,NO DATA,5697.0,20935.0
1773,OLST-WIJHE,23,OVERIJSSEL,349870.0,716120.0,10767.0,39.922601458301,DEELEN,35.0,3.8,,,ORANJE,5688.0,20216.0
175,OMMEN,23,OVERIJSSEL,497370.0,975890.0,1648.0,27.31954606361562,HOOGEVEEN,36.3,4.0,,,ROOD,3841.0,15255.0
1586,OOST GELRE,25,GELDERLAND,478120.0,1031360.0,9528.0,7.733447409175299,HUPSEL,   36.3,3.4,,,NO DATA,6445.0,27556.0
826,OOSTERHOUT,30,NOORD-BRABANT,509210.0,1221460.0,8120.0,9.209068937874257,GILZE-RIJEN,36.9,3.7,55147.0,Middelgroot,ORANJE,8830.0,29874.0
85,OOSTSTELLINGWERF,21,FRIESLAND,680270.0,1175890.0,916.0,27.71060406450316,EELDE,   35.6,4.2,,,NO DATA,9857.0,30998.0
431,OOSTZAAN,27,NOORD-HOLLAND,65380.0,142900.0,4621.0,15.723672224802106,SCHIPHOL,37.7,5.0,,,NO DATA,1545.0,5313.0
432,OPMEER,27,NOORD-HOLLAND,124990.0,268320.0,4629.0,7.769728404923322,BERKHOUT,   38.6,,,,NO DATA,2952.0,9886.0
86,OPSTERLAND,21,FRIESLAND,603170.0,1115110.0,949.0,30.169568368381032,LEEUWARDEN,38.0,4.7,,,NO DATA,6915.0,27723.0
828,OSS,30,NOORD-BRABANT,1188910.0,2528370.0,8162.0,15.842520974719504,VOLKEL,37.2,3.7,90951.0,Middelgroot,GEEL,15117.0,58893.0
1509,OUDE IJSSELSTREEK,25,GELDERLAND,366810.0,786740.0,9450.0,25.99002637084482,HUPSEL,   36.3,3.4,39520.0,Klein,NO DATA,9876.0,40484.0
437,OUDER-AMSTEL,27,NOORD-HOLLAND,64290.0,184320.0,4673.0,8.97450826549602,SCHIPHOL,37.7,5.0,,,NO DATA,1823.0,5586.0
589,OUDEWATER,26,UTRECHT,196340.0,431400.0,6086.0,7.911168658689373,CABAUW,      -,4.3,,,NO DATA,1725.0,6199.0
1734,OVERBETUWE,25,GELDERLAND,358700.0,825540.0,10637.0,15.914835650165683,DEELEN,35.0,3.8,47481.0,Klein,NO DATA,8750.0,33484.0
590,PAPENDRECHT,28,ZUID-HOLLAND,82140.0,217330.0,6112.0,21.53386429165113,CABAUW,      -,4.3,32264.0,Klein,NO DATA,3521.0,10283.0
1894,PEEL EN MAAS,31,LIMBURG,374600.0,839040.0,11024.0,22.82092029399707,ARCEN,35.8,3.1,43312.0,Klein,ORANJE,13554.0,53701.0
765,PEKELA,20,GRONINGEN,83010.0,141810.0,7609.0,17.761292137415253,NIEUW BEERTA,36.6,5.0,,,GEEL,1758.0,6966.0
1926,PIJNACKER-NOOTDORP,28,ZUID-HOLLAND,265650.0,729200.0,11146.0,6.8288084420851884,ROTTERDAM,37.1,4.4,53634.0,Middelgroot,NO DATA,9694.0,31009.0
439,PURMEREND,27,NOORD-HOLLAND,132760.0,696200.0,4681.0,15.344112303673036,BERKHOUT,   38.6,,79983.0,Middelgroot,NO DATA,8669.0,26154.0
273,PUTTEN,25,GELDERLAND,166140.0,361640.0,2588.0,23.340902402102785,LELYSTAD,37.6,4.4,,,NO DATA,3633.0,14318.0
177,RAALTE,23,OVERIJSSEL,572530.0,1142360.0,1680.0,42.018413822073,MARKNESSE,38.2,4.2,37158.0,Klein,ORANJE,12228.0,43644.0
703,REIMERSWAAL,29,ZEELAND,286800.0,637470.0,7097.0,30.006553152308783,WESTDORPE,37.7,4.2,,,NO DATA,6024.0,16944.0
274,RENKUM,25,GELDERLAND,608840.0,1070000.0,2603.0,8.931710695504254,DEELEN,35.0,3.8,31338.0,Klein,NO DATA,5711.0,20010.0
339,RENSWOUDE,26,UTRECHT,43880.0,100400.0,3409.0,23.346645277019544,DEELEN,35.0,3.8,,,NO DATA,780.0,2868.0
1667,REUSEL-DE MIERDEN,30,NOORD-BRABANT,163180.0,375110.0,9809.0,16.55413154766309,EINDHOVEN,36.9,3.8,,,ROOD,2247.0,11345.0
275,RHEDEN,25,GELDERLAND,233100.0,439540.0,2629.0,12.676121843739326,DEELEN,35.0,3.8,43527.0,Klein,NO DATA,6117.0,21962.0
340,RHENEN,26,UTRECHT,442100.0,934610.0,3435.0,23.042643457306724,DEELEN,35.0,3.8,,,NO DATA,3837.0,12418.0
597,RIDDERKERK,28,ZUID-HOLLAND,212400.0,474270.0,6180.0,14.385952649171394,ROTTERDAM,37.1,4.4,45789.0,Klein,NO DATA,6321.0,17125.0
1742,RIJSSEN-HOLTEN,23,OVERIJSSEL,424160.0,797580.0,10724.0,28.424304641561985,HUPSEL,   36.3,3.4,38097.0,Klein,ORANJE,6551.0,22830.0
603,RIJSWIJK,28,ZUID-HOLLAND,346480.0,750670.0,6258.0,11.862519857987412,ROTTERDAM,37.1,4.4,52208.0,Middelgroot,NO DATA,7445.0,21168.0
1669,ROERDALEN,31,LIMBURG,250480.0,510790.0,9843.0,32.909598874275524,MAASTRICHT,36.1,4.2,,,ROOD,6055.0,23814.0
957,ROERMOND,31,LIMBURG,471970.0,997880.0,9126.0,35.59241422735006,ARCEN,35.8,3.1,57761.0,Middelgroot,WIT,11325.0,42699.0
736,DE RONDE VENEN,26,UTRECHT,359600.0,790520.0,7299.0,12.3236741099155,SCHIPHOL,37.7,5.0,43620.0,Klein,NO DATA,10172.0,31057.0
1674,ROOSENDAAL,30,NOORD-BRABANT,663300.0,1431740.0,9914.0,35.72773817709595,GILZE-RIJEN,36.9,3.7,77000.0,Middelgroot,GEEL,11141.0,42960.0
599,ROTTERDAM,28,ZUID-HOLLAND,655650.0,1755990.0,6206.0,4.941244287838411,ROTTERDAM,37.1,4.4,638712.0,Groot,NO DATA,27201.0,75146.0
277,ROZENDAAL,25,GELDERLAND,43740.0,93570.0,2655.0,7.334671359516006,DEELEN,35.0,3.8,,,NO DATA,200.0,890.0
840,RUCPHEN,30,NOORD-BRABANT,175250.0,403320.0,8172.0,26.786268508062907,GILZE-RIJEN,36.9,3.7,,,ORANJE,3045.0,12782.0
441,SCHAGEN,27,NOORD-HOLLAND,780940.0,1648920.0,4711.0,16.22544287249673,DE KOOY,,,46379.0,Klein,NO DATA,9564.0,33611.0
279,SCHERPENZEEL,25,GELDERLAND,54090.0,123160.0,2682.0,22.23242987815797,DE BILT,36.4,3.6,,,NO DATA,1239.0,4539.0
606,SCHIEDAM,28,ZUID-HOLLAND,475700.0,1077650.0,6284.0,5.483290412876857,ROTTERDAM,37.1,4.4,77907.0,Middelgroot,NO DATA,4002.0,12009.0
88,SCHIERMONNIKOOG,21,FRIESLAND,40180.0,64840.0,975.0,41.90924438985648,LEEUWARDEN,38.0,4.7,,,NO DATA,315.0,1242.0
1676,SCHOUWEN-DUIVELAND,29,ZEELAND,587020.0,1174200.0,9955.0,36.89435676208977,VLISSINGEN,40.2,6.4,33687.0,Klein,NO DATA,9787.0,30188.0
965,SIMPELVELD,31,LIMBURG,138880.0,255960.0,9193.0,17.78094622964515,MAASTRICHT,36.1,4.2,,,WIT,2760.0,10476.0
1702,SINT ANTHONIS,30,NOORD-BRABANT,197780.0,480590.0,10242.0,10.980236878867451,VOLKEL,37.2,3.7,,,ROOD,2307.0,11654.0
845,SINT-MICHIELSGESTEL,30,NOORD-BRABANT,311890.0,690510.0,8223.0,22.65008779484058,EINDHOVEN,36.9,3.8,,,ROOD,6309.0,25785.0
1883,SITTARD-GELEEN,31,LIMBURG,459980.0,990530.0,10935.0,12.184542059544883,MAASTRICHT,36.1,4.2,92956.0,Middelgroot,WIT,18923.0,69711.0
610,SLIEDRECHT,28,ZUID-HOLLAND,281930.0,621210.0,6320.0,18.91766230678435,CABAUW,      -,4.3,,,NO DATA,2957.0,8907.0
1714,SLUIS,29,ZEELAND,426130.0,780440.0,10397.0,12.673421976351488,VLISSINGEN,40.2,6.4,,,NO DATA,6087.0,19926.0
90,SMALLINGERLAND,21,FRIESLAND,319630.0,618970.0,1001.0,22.233610669899534,LEEUWARDEN,38.0,4.7,55889.0,Middelgroot,NO DATA,12156.0,42407.0
342,SOEST,26,UTRECHT,406740.0,839970.0,3462.0,11.160906460682211,DE BILT,36.4,3.6,46089.0,Klein,NO DATA,7240.0,25506.0
847,SOMEREN,30,NOORD-BRABANT,191580.0,435240.0,8275.0,22.81972823078248,EINDHOVEN,36.9,3.8,,,ORANJE,4651.0,21424.0
848,SON EN BREUGEL,30,NOORD-BRABANT,116720.0,254590.0,8301.0,10.894164678070725,EINDHOVEN,36.9,3.8,,,ORANJE,3972.0,15738.0
37,STADSKANAAL,20,GRONINGEN,330600.0,598130.0,355.0,23.05330991760176,NIEUW BEERTA,36.6,5.0,32258.0,Klein,ROOD,5790.0,25401.0
180,STAPHORST,23,OVERIJSSEL,320730.0,646280.0,1706.0,22.55644415553033,MARKNESSE,38.2,4.2,,,ROOD,3065.0,10898.0
532,STEDE BROEC,27,NOORD-HOLLAND,97950.0,216450.0,5565.0,17.82850956674212,BERKHOUT,   38.6,,,,NO DATA,6018.0,16772.0
851,STEENBERGEN,30,NOORD-BRABANT,203220.0,496860.0,8338.0,41.03164232859737,ROTTERDAM,37.1,4.4,,,ROOD,5146.0,17113.0
1708,STEENWIJKERLAND,23,OVERIJSSEL,1017010.0,1932370.0,10312.0,10.483772807635516,MARKNESSE,38.2,4.2,43768.0,Klein,ROOD,8580.0,30311.0
971,STEIN,31,LIMBURG,184740.0,394790.0,9219.0,7.255014347556316,MAASTRICHT,36.1,4.2,,,WIT,9075.0,34366.0
1904,STICHTSE VECHT,26,UTRECHT,945310.0,1967190.0,,,,,,64513.0,Middelgroot,NO DATA,9378.0,28347.0
1900,SÚDWEST-FRYSLÂN,21,FRIESLAND,,,,,,,,,,NO DATA,,
715,TERNEUZEN,29,ZEELAND,578510.0,1134150.0,7175.0,7.383455434650884,WESTDORPE,37.7,4.2,54440.0,Middelgroot,NO DATA,13225.0,40898.0
93,TERSCHELLING,21,FRIESLAND,179300.0,320780.0,1051.0,0.4551823330764621,HOORN (TERSCHELLING),,,,,NO DATA,654.0,2851.0
448,TEXEL,27,NOORD-HOLLAND,177710.0,335830.0,4737.0,15.307233632205008,DE KOOY,,,,,NO DATA,3201.0,10409.0
1525,TEYLINGEN,28,ZUID-HOLLAND,153830.0,339680.0,9486.0,9.274348413046033,VOORSCHOTEN,,,36584.0,Klein,NO DATA,6924.0,20253.0
716,THOLEN,29,ZEELAND,233420.0,522320.0,7199.0,40.57758019187096,VLISSINGEN,40.2,6.4,,,NO DATA,7023.0,20368.0
281,TIEL,25,GELDERLAND,338430.0,722070.0,2713.0,18.57851221209373,HERWIJNEN,37.6,4.1,41465.0,Klein,NO DATA,5478.0,18613.0
855,TILBURG,30,NOORD-BRABANT,1737750.0,5099460.0,8380.0,9.296581063011754,GILZE-RIJEN,36.9,3.7,215521.0,Groot,ORANJE,25762.0,82619.0
183,TUBBERGEN,23,OVERIJSSEL,339770.0,745020.0,1737.0,16.62682334270764,TWENTHE,35.7,3.5,,,ROOD,3165.0,14334.0
1700,TWENTERAND,23,OVERIJSSEL,366670.0,803500.0,10187.0,28.09746147591082,TWENTHE,35.7,3.5,33903.0,Klein,ROOD,6370.0,24077.0
1730,TYNAARLO,22,DRENTHE,547110.0,959590.0,10588.0,2.686842591567092,EELDE,   35.6,4.2,33462.0,Klein,GEEL,10319.0,36768.0
737,TYTSJERKSTERADIEL,21,FRIESLAND,401510.0,699970.0,7319.0,13.53344179978709,LEEUWARDEN,38.0,4.7,31870.0,Klein,NO DATA,8993.0,31063.0
856,UDEN,30,NOORD-BRABANT,301050.0,701430.0,8422.0,4.820378419664069,VOLKEL,37.2,3.7,41725.0,Klein,ROOD,11271.0,38672.0
450,UITGEEST,27,NOORD-HOLLAND,83770.0,188420.0,4759.0,21.75611230912424,BERKHOUT,   38.6,,,,NO DATA,3951.0,11558.0
451,UITHOORN,27,NOORD-HOLLAND,223270.0,494230.0,4803.0,9.138350552328774,SCHIPHOL,37.7,5.0,,,NO DATA,4248.0,13673.0
184,URK,24,FLEVOLAND,123280.0,269410.0,1758.0,18.64046525628691,MARKNESSE,38.2,4.2,,,NO DATA,2388.0,8923.0
344,UTRECHT,26,UTRECHT,744070.0,2079740.0,3488.0,7.1057085228928765,DE BILT,36.4,3.6,347483.0,Groot,NO DATA,41682.0,116340.0
1581,UTRECHTSE HEUVELRUG,26,UTRECHT,442820.0,844220.0,9494.0,15.85414082973565,DE BILT,36.4,3.6,49314.0,Klein,NO DATA,9417.0,29377.0
981,VAALS,31,LIMBURG,107950.0,229030.0,9245.0,20.35248583806118,MAASTRICHT,36.1,4.2,,,GEEL,2195.0,7119.0
994,VALKENBURG AAN DE GEUL,31,LIMBURG,330790.0,599830.0,9375.0,6.741154591588184,MAASTRICHT,36.1,4.2,,,GEEL,3324.0,14176.0
858,VALKENSWAARD,30,NOORD-BRABANT,246550.0,549150.0,8431.0,14.074944903588436,EINDHOVEN,36.9,3.8,30654.0,Klein,GEEL,6780.0,24700.0
47,VEENDAM,20,GRONINGEN,235470.0,404060.0,396.0,20.66003091196122,EELDE,   35.6,4.2,,,ROOD,3882.0,15435.0
345,VEENENDAAL,26,UTRECHT,396700.0,929860.0,3513.0,21.906334977102325,DEELEN,35.0,3.8,64918.0,Middelgroot,NO DATA,11183.0,36644.0
717,VEERE,29,ZEELAND,416840.0,819640.0,7225.0,12.515806573099086,VLISSINGEN,40.2,6.4,,,NO DATA,8096.0,25823.0
861,VELDHOVEN,30,NOORD-BRABANT,216210.0,489470.0,8483.0,3.870606962086726,EINDHOVEN,36.9,3.8,44925.0,Klein,ORANJE,8532.0,30777.0
453,VELSEN,27,NOORD-HOLLAND,680410.0,1419260.0,4829.0,18.96248165342702,SCHIPHOL,37.7,5.0,67831.0,Middelgroot,NO DATA,6931.0,19367.0
983,VENLO,31,LIMBURG,1132190.0,2385600.0,9256.0,12.003336757579078,ARCEN,35.8,3.1,101192.0,Groot,GEEL,21877.0,71713.0
984,VENRAY,31,LIMBURG,596150.0,1328570.0,9282.0,12.38612208248496,ARCEN,35.8,3.1,43341.0,Klein,ROOD,13280.0,45806.0
1961,VIJFHEERENLANDEN,26,UTRECHT,544030.0,1171460.0,,,,,,55001.0,Middelgroot,NO DATA,11002.0,32833.0
622,VLAARDINGEN,28,ZUID-HOLLAND,293090.0,715550.0,6518.0,8.764774281655333,ROTTERDAM,37.1,4.4,72050.0,Middelgroot,NO DATA,5774.0,13661.0
96,VLIELAND,21,FRIESLAND,32950.0,69600.0,1077.0,27.033486149779183,HOORN (TERSCHELLING),,,,,NO DATA,182.0,608.0
718,VLISSINGEN,29,ZEELAND,324690.0,704030.0,7251.0,3.5202169801876133,VLISSINGEN,40.2,6.4,44485.0,Klein,NO DATA,14830.0,33841.0
986,VOERENDAAL,31,LIMBURG,233760.0,460640.0,9323.0,11.70804871759313,MAASTRICHT,36.1,4.2,,,GEEL,3315.0,13440.0
626,VOORSCHOTEN,28,ZUID-HOLLAND,156500.0,332600.0,6574.0,1.3418710501675195,VOORSCHOTEN,,,,,NO DATA,2916.0,9284.0
285,VOORST,25,GELDERLAND,361360.0,740810.0,2759.0,25.17703946559171,DEELEN,35.0,3.8,,,NO DATA,4870.0,19301.0
865,VUGHT,30,NOORD-BRABANT,238730.0,498360.0,8509.0,23.877849989939325,EINDHOVEN,36.9,3.8,,,GEEL,3122.0,11482.0
1949,WAADHOEKE,21,FRIESLAND,1139670.0,2122820.0,,,,,,46112.0,Klein,NO DATA,9263.0,31823.0
866,WAALRE,30,NOORD-BRABANT,87630.0,173620.0,8535.0,9.146299449737302,EINDHOVEN,36.9,3.8,,,GEEL,3789.0,14541.0
867,WAALWIJK,30,NOORD-BRABANT,227090.0,514440.0,8562.0,14.943975380664677,GILZE-RIJEN,36.9,3.7,47725.0,Klein,ROOD,5388.0,20407.0
627,WADDINXVEEN,28,ZUID-HOLLAND,245630.0,564780.0,6596.0,16.95668615903111,ROTTERDAM,37.1,4.4,,,NO DATA,4859.0,15838.0
289,WAGENINGEN,25,GELDERLAND,357090.0,789960.0,2785.0,17.334871455090777,DEELEN,35.0,3.8,38412.0,Klein,NO DATA,8190.0,23476.0
629,WASSENAAR,28,ZUID-HOLLAND,375660.0,621160.0,6626.0,4.044123619254602,VOORSCHOTEN,,,,,NO DATA,2387.0,6971.0
852,WATERLAND,27,NOORD-HOLLAND,263200.0,556850.0,8347.0,21.432970125691828,BERKHOUT,   38.6,,,,NO DATA,2491.0,7346.0
988,WEERT,31,LIMBURG,534690.0,1133530.0,9341.0,33.48128129030396,EINDHOVEN,36.9,3.8,49855.0,Klein,ROOD,11204.0,43772.0
457,WEESP,27,NOORD-HOLLAND,222890.0,535830.0,4855.0,18.927648143114308,SCHIPHOL,37.7,5.0,,,NO DATA,3027.0,8708.0
1960,WEST BETUWE,25,GELDERLAND,742480.0,1647740.0,,,,,,50349.0,Middelgroot,NO DATA,10747.0,39883.0
668,WEST MAAS EN WAAL,25,GELDERLAND,275630.0,565980.0,6888.0,24.998229967735213,VOLKEL,37.2,3.7,,,NO DATA,6690.0,22364.0
1969,WESTERKWARTIER,20,GRONINGEN,935750.0,1672860.0,,,,,,62844.0,Middelgroot,GEEL,15129.0,59129.0
1701,WESTERVELD,22,DRENTHE,572030.0,1034060.0,10202.0,19.56740397023571,HOOGEVEEN,36.3,4.0,,,ROOD,8113.0,26823.0
293,WESTERVOORT,25,GELDERLAND,45910.0,167740.0,2811.0,12.966372543563306,DEELEN,35.0,3.8,,,NO DATA,2484.0,8962.0
1950,WESTERWOLDE,20,GRONINGEN,603680.0,1040720.0,,,,,,,,GEEL,4362.0,19032.0
