Gemeentenaam,distance,WeerStation
Leusden,99.92318514722595,DE KOOY
Leusden,135.28260536529183,EELDE
Leusden,75.31240722284477,EINDHOVEN
Leusden,71.56119528276656,GILZE-RIJEN
Leusden,36.172577239180114,HERWIJNEN
Leusden,103.4689082793404,HOOGEVEEN
Leusden,140.97862090606782,HOORN (TERSCHELLING)
Leusden,83.294052419414,HUPSEL
Leusden,123.87394838914368,LEEUWARDEN
Leusden,37.23197280709382,LELYSTAD
Leusden,137.56741597554372,MAASTRICHT
Leusden,70.86858442793894,MARKNESSE
Leusden,165.72972628098142,NIEUW BEERTA
Leusden,70.88601980160061,ROTTERDAM
Leusden,49.577874458445386,SCHIPHOL
Leusden,85.94322056891957,STAVOREN
Leusden,100.20695311952188,TWENTHE
Leusden,69.04688423330332,VOORSCHOTEN
Leusden,148.5999168083187,VLISSINGEN
Leusden,55.05901579530209,VOLKEL
Leusden,148.4749418526659,WESTDORPE
Loenen,115.30214695788507,ARCEN
Loenen,45.04610476862677,BERKHOUT
Loenen,30.895299525742846,CABAUW
Loenen,61.31135325073124,DEELEN
Loenen,18.726925966695,DE BILT
Loenen,78.34525726074108,DE KOOY
Loenen,144.0987539867697,EELDE
Loenen,91.04182795040225,EINDHOVEN
Loenen,75.3022011249029,GILZE-RIJEN
Loenen,43.1842035836878,HERWIJNEN
Loenen,119.28054888221997,HOOGEVEEN
Loenen,129.9310722758023,HOORN (TERSCHELLING)
Loenen,113.04516480722765,HUPSEL
Loenen,119.86590970193457,LEEUWARDEN
Loenen,41.309604337816985,LELYSTAD
Loenen,156.9139449176985,MAASTRICHT
Loenen,77.83637714669995,MARKNESSE
Loenen,178.462332237174,NIEUW BEERTA
Loenen,50.488138747391226,ROTTERDAM
Loenen,18.453843630000584,SCHIPHOL
Loenen,77.0422346642983,STAVOREN
Loenen,127.20254807106588,TWENTHE
Loenen,41.959759752832184,VOORSCHOTEN
Loenen,132.82241950456492,VLISSINGEN
Loenen,79.73346550936874,VOLKEL
Loenen,138.72908196833302,WESTDORPE
Lopik,101.10584211581448,ARCEN
Lopik,73.76518364557677,BERKHOUT
Lopik,2.4902358452604885,CABAUW
Lopik,63.406028365284754,DEELEN
Lopik,20.20053505347216,DE BILT
Lopik,106.03446497666538,DE KOOY
Lopik,168.47809034608557,EELDE
Lopik,65.73577869825168,EINDHOVEN
Lopik,46.22145017828138,GILZE-RIJEN
Lopik,18.797494230784505,HERWIJNEN
Lopik,139.4385122487902,HOOGEVEEN
Lopik,159.17660165128072,HOORN (TERSCHELLING)
Lopik,117.0678715652922,HUPSEL
Lopik,148.40331138604336,LEEUWARDEN
Lopik,65.52135708952709,LELYSTAD
Lopik,132.05750251218342,MAASTRICHT
Lopik,102.3382876183534,MARKNESSE
Lopik,200.87207233797216,NIEUW BEERTA
Lopik,35.13790834092871,ROTTERDAM
Lopik,39.186167651124826,SCHIPHOL
Lopik,106.06082094515864,STAVOREN
Lopik,136.36439958837525,TWENTHE
Lopik,39.87206028157146,VOORSCHOTEN
Lopik,111.59104026234107,VLISSINGEN
Lopik,62.90497480118336,VOLKEL
Lopik,113.26695959224172,WESTDORPE
Maarssen,106.27858353356386,ARCEN
Maarssen,56.23267373591516,BERKHOUT
Maarssen,21.034172052445932,CABAUW
Maarssen,56.707756604181604,DEELEN
Maarssen,9.573463456989828,DE BILT
Maarssen,89.56570015717867,DE KOOY
Maarssen,150.63941205633282,EELDE
Maarssen,79.87244771328423,EINDHOVEN
Maarssen,64.50853696546626,GILZE-RIJEN
Maarssen,31.956907244553857,HERWIJNEN
Maarssen,123.41598919515042,HOOGEVEEN
Maarssen,140.5828076666026,HOORN (TERSCHELLING)
Maarssen,109.91428510377132,HUPSEL
Maarssen,129.3643723482313,LEEUWARDEN
Maarssen,47.353622576371954,LELYSTAD
Maarssen,145.84403179952884,MAASTRICHT
Maarssen,84.30659258097441,MARKNESSE
Maarssen,183.92358284632257,NIEUW BEERTA
Maarssen,46.341691881124866,ROTTERDAM
Maarssen,26.855126437283644,SCHIPHOL
Maarssen,87.12091811636694,STAVOREN
Maarssen,126.23780050255951,TWENTHE
Maarssen,42.449113838746406,VOORSCHOTEN
Maarssen,127.31091584449194,VLISSINGEN
Maarssen,69.83163737972102,VOLKEL
Maarssen,131.1625474524561,WESTDORPE
Montfoort,106.3948771594341,ARCEN
Montfoort,65.91125585649993,BERKHOUT
Montfoort,9.194054755280305,CABAUW
Montfoort,63.95333412410789,DEELEN
Montfoort,17.25059315232369,DE BILT
Montfoort,98.06532051754729,DE KOOY
Montfoort,163.3085490458507,EELDE
Montfoort,73.35676060441476,EINDHOVEN
Montfoort,54.089786598997634,GILZE-RIJEN
Montfoort,25.709913348955826,HERWIJNEN
Montfoort,135.59909520229166,HOOGEVEEN
Montfoort,151.59539296482708,HOORN (TERSCHELLING)
Montfoort,117.72613616095111,HUPSEL
Montfoort,141.49687322478962,LEEUWARDEN
Montfoort,60.03757130712114,LELYSTAD
Montfoort,139.69706911873277,MAASTRICHT
Montfoort,96.98820806523133,MARKNESSE
Montfoort,196.4177897594023,NIEUW BEERTA
Montfoort,35.3522425422932,ROTTERDAM
Montfoort,31.327165443414955,SCHIPHOL
Montfoort,98.827173644513,STAVOREN
Montfoort,135.71622523807284,TWENTHE
Montfoort,35.90600434868703,VOORSCHOTEN
Montfoort,115.03238361968079,VLISSINGEN
Montfoort,68.56300583681491,VOLKEL
Montfoort,118.46834553055027,WESTDORPE
Renswoude,78.77437831646427,ARCEN
Renswoude,73.80679932584385,BERKHOUT
Renswoude,43.30974633912363,CABAUW
Renswoude,23.346645277019718,DEELEN
Renswoude,24.423065676228575,DE BILT
Renswoude,107.87895051049769,DE KOOY
Renswoude,136.90102584520193,EELDE
Renswoude,70.19093532772513,EINDHOVEN
Renswoude,69.98512327611425,GILZE-RIJEN
Renswoude,35.83985235077035,HERWIJNEN
Renswoude,103.25794309038862,HOOGEVEEN
Renswoude,147.18282552736446,HOORN (TERSCHELLING)
Renswoude,77.01334295205227,HUPSEL
Renswoude,128.78669290762673,LEEUWARDEN
Renswoude,42.70532742369268,LELYSTAD
Renswoude,130.944754595543,MAASTRICHT
Renswoude,73.99598707323264,MARKNESSE
Renswoude,165.98006017555414,NIEUW BEERTA
Renswoude,75.65152263776415,ROTTERDAM
Renswoude,57.63955341117588,SCHIPHOL
Renswoude,92.22168011994931,STAVOREN
Renswoude,95.46399891922023,TWENTHE
Renswoude,75.51411948537923,VOORSCHOTEN
Renswoude,151.16503552719257,VLISSINGEN
Renswoude,47.72286057722973,VOLKEL
Renswoude,149.370703172151,WESTDORPE
Rhenen,70.09877567675221,ARCEN
Rhenen,83.06434115333491,BERKHOUT
Rhenen,43.37125277794614,CABAUW
Rhenen,23.042643457306724,DEELEN
Rhenen,28.748260004490533,DE BILT
Rhenen,117.25558206754359,DE KOOY
Rhenen,144.58971033445866,EELDE
Rhenen,60.8907538825134,EINDHOVEN
Rhenen,63.45622117804193,GILZE-RIJEN
Rhenen,31.625557627155178,HERWIJNEN
Rhenen,109.60832675581565,HOOGEVEEN
Rhenen,157.020436748532,HOORN (TERSCHELLING)
Rhenen,76.07565067554754,HUPSEL
Rhenen,138.31095057104355,LEEUWARDEN
Rhenen,52.4930518491562,LELYSTAD
Rhenen,121.08874270788287,MAASTRICHT
Rhenen,82.83399893766571,MARKNESSE
Rhenen,172.52062050654072,NIEUW BEERTA
Rhenen,76.29967202777544,ROTTERDAM
Rhenen,64.12079746146054,SCHIPHOL
Rhenen,102.0737590704332,STAVOREN
Rhenen,96.8013812698729,TWENTHE
Rhenen,78.67756377028513,VOORSCHOTEN
Rhenen,148.43955300186173,VLISSINGEN
Rhenen,37.91522440303219,VOLKEL
Rhenen,144.78363713472723,WESTDORPE
Soest,96.22027671705372,ARCEN
Soest,57.896378316798284,BERKHOUT
Soest,33.81163852084558,CABAUW
Soest,40.65320442694201,DEELEN
Soest,11.160906460681504,DE BILT
Soest,92.20782728537624,DE KOOY
Soest,137.61609677354434,EELDE
Soest,79.4446644378288,EINDHOVEN
Soest,71.21437780497801,GILZE-RIJEN
Soest,35.63364770212026,HERWIJNEN
Soest,108.10366498793573,HOOGEVEEN
Soest,136.7186952747673,HOORN (TERSCHELLING)
Soest,93.14254447808395,HUPSEL
Soest,121.78721958315055,LEEUWARDEN
Soest,35.857986549305906,LELYSTAD
Soest,143.45825608560162,MAASTRICHT
Soest,71.89465515624349,MARKNESSE
Soest,169.55317409518577,NIEUW BEERTA
Soest,63.03694241993986,ROTTERDAM
Soest,39.20552738384461,SCHIPHOL
Soest,81.88667908065082,STAVOREN
Soest,109.01751999867705,TWENTHE
Soest,59.52831884518933,VOORSCHOTEN
Soest,142.68173139472157,VLISSINGEN
Soest,62.56664811189563,VOLKEL
Soest,144.44455286976634,WESTDORPE
Utrecht,101.48437291387043,ARCEN
Utrecht,62.03467868047655,BERKHOUT
Utrecht,16.910843693840018,CABAUW
Utrecht,54.66337244985196,DEELEN
Utrecht,7.1057085228928765,DE BILT
Utrecht,95.42351717104717,DE KOOY
Utrecht,153.93419789742825,EELDE
Utrecht,74.01608503776022,EINDHOVEN
Utrecht,59.091159757876596,GILZE-RIJEN
Utrecht,26.104918180581844,HERWIJNEN
Utrecht,125.53783650119101,HOOGEVEEN
Utrecht,146.040724963483,HOORN (TERSCHELLING)
Utrecht,108.29712597991875,HUPSEL
Utrecht,134.20905744902052,LEEUWARDEN
Utrecht,50.89553296765769,LELYSTAD
Utrecht,140.01559420794047,MAASTRICHT
Utrecht,87.74103874336234,MARKNESSE
Utrecht,186.61684102801573,NIEUW BEERTA
Utrecht,45.562095485147424,ROTTERDAM
Utrecht,32.11787764422414,SCHIPHOL
Utrecht,92.31061523270162,STAVOREN
Utrecht,125.71062806434522,TWENTHE
Utrecht,44.25369690271818,VOORSCHOTEN
Utrecht,125.12527236745129,VLISSINGEN
Utrecht,64.62201867789229,VOLKEL
Utrecht,127.76443496625431,WESTDORPE
Veenendaal,73.3158784757039,ARCEN
Veenendaal,79.4535615452926,BERKHOUT
Veenendaal,43.8194786078743,CABAUW
Veenendaal,21.906334977102148,DEELEN
Veenendaal,27.254744789889564,DE BILT
Veenendaal,113.57724987594855,DE KOOY
Veenendaal,140.89383788573392,EELDE
Veenendaal,64.994391328679,EINDHOVEN
Veenendaal,66.6378292609778,GILZE-RIJEN
Veenendaal,33.771011109951715,HERWIJNEN
Veenendaal,106.33421204104494,HOOGEVEEN
Veenendaal,152.87615329349407,HOORN (TERSCHELLING)
Veenendaal,75.56761926296662,HUPSEL
Veenendaal,134.15200206860942,LEEUWARDEN
Veenendaal,48.333269071113186,LELYSTAD
Veenendaal,125.21928198562718,MAASTRICHT
Veenendaal,78.80273264846626,MARKNESSE
Veenendaal,169.20397037163895,NIEUW BEERTA
Veenendaal,76.6204810759736,ROTTERDAM
Veenendaal,61.87489981863121,SCHIPHOL
Veenendaal,97.94303128140743,STAVOREN
Veenendaal,95.3848189677049,TWENTHE
Veenendaal,77.93024575008451,VOORSCHOTEN
Veenendaal,150.2199558365145,VLISSINGEN
Veenendaal,41.91836150266768,VOLKEL
Veenendaal,147.29248074833205,WESTDORPE
Woudenberg,83.60195052310154,ARCEN
Woudenberg,69.82204583592474,BERKHOUT
Woudenberg,37.03028524595272,CABAUW
Woudenberg,30.22893427057636,DEELEN
Woudenberg,17.537192701095584,DE BILT
Woudenberg,104.08531435028432,DE KOOY
Woudenberg,139.83802340818704,EELDE
Woudenberg,70.29346477354115,EINDHOVEN
Woudenberg,66.88058730609642,GILZE-RIJEN
Woudenberg,31.72723062870955,HERWIJNEN
Woudenberg,107.43840959723607,HOOGEVEEN
Woudenberg,145.9242702765891,HOORN (TERSCHELLING)
Woudenberg,83.85232099653757,HUPSEL
Woudenberg,128.9125083105431,LEEUWARDEN
Woudenberg,42.27085581562872,LELYSTAD
Woudenberg,132.78108893408486,MAASTRICHT
Woudenberg,75.71577683238516,MARKNESSE
Woudenberg,169.88911589507913,NIEUW BEERTA
Woudenberg,69.06060604236163,ROTTERDAM
Woudenberg,51.2888145527819,SCHIPHOL
Woudenberg,90.88986881991802,STAVOREN
Woudenberg,101.92341166143461,TWENTHE
Woudenberg,68.62917713356696,VOORSCHOTEN
Woudenberg,145.50392755525033,VLISSINGEN
Woudenberg,50.65548876114871,VOLKEL
Woudenberg,144.6284360434776,WESTDORPE
Wijk bij Duurstede,81.45892050616727,ARCEN
Wijk bij Duurstede,76.49287224054638,BERKHOUT
Wijk bij Duurstede,27.379364611221547,CABAUW
Wijk bij Duurstede,38.45334820577564,DEELEN
Wijk bij Duurstede,15.718613873750014,DE BILT
Wijk bij Duurstede,110.72025025145555,DE KOOY
Wijk bij Duurstede,152.58200142216646,EELDE
Wijk bij Duurstede,60.05524099704891,EINDHOVEN
Wijk bij Duurstede,54.192447258038094,GILZE-RIJEN
Wijk bij Duurstede,18.978423510416317,HERWIJNEN
Wijk bij Duurstede,120.05786412822081,HOOGEVEEN
Wijk bij Duurstede,156.05294785576538,HOORN (TERSCHELLING)
Wijk bij Duurstede,91.96530341833868,HUPSEL
Wijk bij Duurstede,140.38588561694382,LEEUWARDEN
Wijk bij Duurstede,53.81271865869108,LELYSTAD
Wijk bij Duurstede,124.3706756631667,MAASTRICHT
Wijk bij Duurstede,88.20797859938865,MARKNESSE
Wijk bij Duurstede,182.59137089621893,NIEUW BEERTA
Wijk bij Duurstede,60.28677936748166,ROTTERDAM
Wijk bij Duurstede,51.632939594098794,SCHIPHOL
Wijk bij Duurstede,101.15307599736322,STAVOREN
Wijk bij Duurstede,111.91677167852818,TWENTHE
Wijk bij Duurstede,63.06119166053635,VOORSCHOTEN
Wijk bij Duurstede,134.0217379898114,VLISSINGEN
Wijk bij Duurstede,45.324481853391084,VOLKEL
Wijk bij Duurstede,132.21194518208537,WESTDORPE
IJsselstein,99.19381470764137,ARCEN
IJsselstein,69.17296047576873,BERKHOUT
IJsselstein,9.61873251176567,CABAUW
IJsselstein,57.53310150638034,DEELEN
IJsselstein,13.03890168584024,DE BILT
IJsselstein,102.14954231124516,DE KOOY
IJsselstein,161.4042988212254,EELDE
IJsselstein,67.89213243012452,EINDHOVEN
IJsselstein,51.35285257971598,GILZE-RIJEN
IJsselstein,19.783129148085287,HERWIJNEN
IJsselstein,132.28369241656563,HOOGEVEEN
IJsselstein,153.73752757312218,HOORN (TERSCHELLING)
IJsselstein,111.31204692029311,HUPSEL
IJsselstein,142.12768545335223,LEEUWARDEN
IJsselstein,58.57735599208439,LELYSTAD
IJsselstein,134.15321697477603,MAASTRICHT
IJsselstein,95.32201424403175,MARKNESSE
IJsselstein,193.71613197568496,NIEUW BEERTA
IJsselstein,41.04345510152374,ROTTERDAM
IJsselstein,36.860702532424156,SCHIPHOL
IJsselstein,100.15801658566295,STAVOREN
IJsselstein,129.98463034152292,TWENTHE
IJsselstein,43.11253266291882,VOORSCHOTEN
IJsselstein,118.67109036569639,VLISSINGEN
IJsselstein,61.48704268709349,VOLKEL
IJsselstein,120.38474357154747,WESTDORPE
Zeist,93.90829595290307,ARCEN
Zeist,62.711226152081274,BERKHOUT
Zeist,27.026302424777985,CABAUW
Zeist,42.89879746834047,DEELEN
Zeist,5.00936629300726,DE BILT
Zeist,96.92244829789105,DE KOOY
Zeist,144.9342286311348,EELDE
Zeist,73.36632449031265,EINDHOVEN
Zeist,63.9052346661717,GILZE-RIJEN
Zeist,28.42460196997416,HERWIJNEN
Zeist,114.96650100291197,HOOGEVEEN
Zeist,143.26325715848026,HOORN (TERSCHELLING)
Zeist,96.35696856604116,HUPSEL
Zeist,128.9339014505423,LEEUWARDEN
Zeist,43.22829494232658,LELYSTAD
Zeist,138.1004340703147,MAASTRICHT
Zeist,79.28303391733728,MARKNESSE
Zeist,176.64572759007189,NIEUW BEERTA
Zeist,57.54788575580107,ROTTERDAM
Zeist,39.45324818822756,SCHIPHOL
Zeist,88.59851072333277,STAVOREN
Zeist,113.60164404591671,TWENTHE
Zeist,55.98826644600791,VOORSCHOTEN
Zeist,136.11423104742133,VLISSINGEN
Zeist,58.749334032293504,VOLKEL
Zeist,137.2973526532064,WESTDORPE
Nieuwegein,96.15620223039974,ARCEN
Nieuwegein,68.94844965886384,BERKHOUT
Nieuwegein,13.475253365040569,CABAUW
Nieuwegein,53.28502264478779,DEELEN
Nieuwegein,9.74234834188758,DE BILT
Nieuwegein,102.36292139231955,DE KOOY
Nieuwegein,158.26646430531727,EELDE
Nieuwegein,67.10439261267518,EINDHOVEN
Nieuwegein,52.67024259261059,GILZE-RIJEN
Nieuwegein,19.166604083538846,HERWIJNEN
Nieuwegein,128.6236852966903,HOOGEVEEN
Nieuwegein,152.64008306769978,HOORN (TERSCHELLING)
Nieuwegein,107.0676635493493,HUPSEL
Nieuwegein,140.20170211809435,LEEUWARDEN
Nieuwegein,55.808489885775224,LELYSTAD
Nieuwegein,133.15963743856628,MAASTRICHT
Nieuwegein,92.35086498241049,MARKNESSE
Nieuwegein,190.25070788207373,NIEUW BEERTA
Nieuwegein,45.30191230843044,ROTTERDAM
Nieuwegein,38.465758140262416,SCHIPHOL
Nieuwegein,98.67594890049375,STAVOREN
Nieuwegein,125.74272921168125,TWENTHE
Nieuwegein,46.98084810721015,VOORSCHOTEN
Nieuwegein,122.56082507413903,VLISSINGEN
Nieuwegein,58.77907129041883,VOLKEL
Nieuwegein,123.7235334528104,WESTDORPE
Aalsmeer,130.59311130207936,ARCEN
Aalsmeer,45.15984050490139,BERKHOUT
Aalsmeer,34.4548297477655,CABAUW
Aalsmeer,79.74716613385334,DEELEN
Aalsmeer,34.08461304094975,DE BILT
Aalsmeer,74.1774229297972,DE KOOY
Aalsmeer,156.55922160088696,EELDE
Aalsmeer,99.80219438960764,EINDHOVEN
Aalsmeer,78.37114263180386,GILZE-RIJEN
Aalsmeer,52.14936398101232,HERWIJNEN
Aalsmeer,134.8344066118791,HOOGEVEEN
Aalsmeer,131.91948943758618,HOORN (TERSCHELLING)
Aalsmeer,131.78078984723265,HUPSEL
Aalsmeer,126.44550854013032,LEEUWARDEN
Aalsmeer,56.41032760109516,LELYSTAD
Aalsmeer,166.13618321898898,MAASTRICHT
Aalsmeer,91.21491559922335,MARKNESSE
Aalsmeer,192.22309085991793,NIEUW BEERTA
Aalsmeer,39.51074436644776,ROTTERDAM
Aalsmeer,6.678454844986452,SCHIPHOL
Aalsmeer,82.60699561733541,STAVOREN
Aalsmeer,145.7080265588116,TWENTHE
Aalsmeer,25.64379326892638,VOORSCHOTEN
Aalsmeer,121.28718795523004,VLISSINGEN
Aalsmeer,93.60763379091306,VOLKEL
Aalsmeer,130.77457607542982,WESTDORPE
Alkmaar,161.13551878133455,ARCEN
Alkmaar,15.201391255676658,BERKHOUT
Alkmaar,75.60533422376211,CABAUW
Alkmaar,100.25184124372883,DEELEN
Alkmaar,66.83989979912538,DE BILT
Alkmaar,31.957790350086402,DE KOOY
Alkmaar,134.46778337173365,EELDE
Alkmaar,139.15451482650977,EINDHOVEN
Alkmaar,120.28955628811713,GILZE-RIJEN
Alkmaar,91.05918856818889,HERWIJNEN
Alkmaar,123.60559171046431,HOOGEVEEN
Alkmaar,92.49709860300482,HOORN (TERSCHELLING)
Alkmaar,144.41591724426848,HUPSEL
Alkmaar,93.29612947013365,LEEUWARDEN
Alkmaar,55.78948411157681,LELYSTAD
Alkmaar,205.2090358156395,MAASTRICHT
Alkmaar,76.98341709549695,MARKNESSE
Alkmaar,172.5414123581595,NIEUW BEERTA
Alkmaar,78.44074146008788,ROTTERDAM
Alkmaar,36.05355145905659,SCHIPHOL
Alkmaar,51.20068875446573,STAVOREN
Alkmaar,150.86574830698714,TWENTHE
Alkmaar,59.71593251822915,VOORSCHOTEN
Alkmaar,155.3166256726585,VLISSINGEN
Alkmaar,127.26417353420626,VOLKEL
Alkmaar,169.03439045946257,WESTDORPE
Amstelveen,127.58254416791716,ARCEN
Amstelveen,40.46532799419598,BERKHOUT
Amstelveen,35.768710099984084,CABAUW
Amstelveen,74.33591905316999,DEELEN
Amstelveen,30.5867418705142,DE BILT
Amstelveen,71.34514790819932,DE KOOY
Amstelveen,149.49565780881338,EELDE
Amstelveen,99.88784501952775,EINDHOVEN
Amstelveen,80.5765746997582,GILZE-RIJEN
Amstelveen,51.79754783751652,HERWIJNEN
Amstelveen,127.53030746430792,HOOGEVEEN
Amstelveen,127.20044973755844,HOORN (TERSCHELLING)
Amstelveen,125.70214410877438,HUPSEL
Amstelveen,120.46710881503965,LEEUWARDEN
Amstelveen,49.10759692442381,LELYSTAD
Amstelveen,166.16706881849717,MAASTRICHT
Amstelveen,84.00524407970583,MARKNESSE
Amstelveen,185.0233591471505,NIEUW BEERTA
Amstelveen,45.79588025526885,ROTTERDAM
Amstelveen,5.484191736389232,SCHIPHOL
Amstelveen,76.74513043213994,STAVOREN
Amstelveen,139.00277469274357,TWENTHE
Amstelveen,32.90261395259266,VOORSCHOTEN
Amstelveen,127.98874379253242,VLISSINGEN
Amstelveen,91.31194364353226,VOLKEL
Amstelveen,136.6610332921445,WESTDORPE
Amsterdam,128.04587156069184,ARCEN
Amsterdam,31.112214054372696,BERKHOUT
Amsterdam,44.00124798194696,CABAUW
Amsterdam,70.52064871110935,DEELEN
Amsterdam,32.68461878234176,DE BILT
Amsterdam,64.02747228494516,DE KOOY
Amsterdam,137.95375281103165,EELDE
Amsterdam,105.39140325930954,EINDHOVEN
Amsterdam,88.87399091577318,GILZE-RIJEN
Amsterdam,57.49333088306995,HERWIJNEN
Amsterdam,116.82829402410384,HOOGEVEEN
Amsterdam,117.09347766038583,HOORN (TERSCHELLING)
Amsterdam,119.7769196992599,HUPSEL
Amsterdam,109.17656009945458,LEEUWARDEN
Amsterdam,38.73263223926572,LELYSTAD
Amsterdam,171.24001920352995,MAASTRICHT
Amsterdam,72.69821073721312,MARKNESSE
Amsterdam,173.67625276033155,NIEUW BEERTA
Amsterdam,57.3978230131646,ROTTERDAM
Amsterdam,13.421231148936677,SCHIPHOL
Amsterdam,65.60774201898555,STAVOREN
Amsterdam,131.25382257491924,TWENTHE
Amsterdam,44.177950672841376,VOORSCHOTEN
Amsterdam,139.63637022514047,VLISSINGEN
Amsterdam,93.32444388307226,VOLKEL
Amsterdam,148.0391876526805,WESTDORPE
Andijk,153.47009611386426,ARCEN
Andijk,19.046360124790738,BERKHOUT
Andijk,87.65950981654359,CABAUW
Andijk,88.09902731960447,DEELEN
Andijk,70.9980713431099,DE BILT
Andijk,36.09797692741163,DE KOOY
Andijk,101.72201947452503,EELDE
Andijk,143.5995763987436,EINDHOVEN
Andijk,131.76204437081822,GILZE-RIJEN
Andijk,97.88644055032952,HERWIJNEN
Andijk,91.80502179318862,HOOGEVEEN
Andijk,73.34662692033307,HOORN (TERSCHELLING)
Andijk,123.16958322808132,HUPSEL
Andijk,65.04701963317451,LEEUWARDEN
Andijk,37.369520680317166,LELYSTAD
Andijk,207.26268147666053,MAASTRICHT
Andijk,45.65564967261897,MARKNESSE
Andijk,139.66728886713474,NIEUW BEERTA
Andijk,100.92876575148262,ROTTERDAM
Andijk,54.881202612002156,SCHIPHOL
Andijk,21.17763663942022,STAVOREN
Andijk,124.96529018158101,TWENTHE
Andijk,84.88578577800989,VOORSCHOTEN
Andijk,181.90931008229927,VLISSINGEN
Andijk,124.65566405088236,VOLKEL
Andijk,192.1954656897641,WESTDORPE
Graft-De Rijp,150.9057633633403,ARCEN
Graft-De Rijp,14.758074766879783,BERKHOUT
Graft-De Rijp,65.45277016381958,CABAUW
Graft-De Rijp,90.84226155263802,DEELEN
Graft-De Rijp,56.2655973748242,DE BILT
Graft-De Rijp,41.64022030818481,DE KOOY
Graft-De Rijp,134.91691296363774,EELDE
Graft-De Rijp,128.6377332610928,EINDHOVEN
Graft-De Rijp,110.28437734743373,GILZE-RIJEN
Graft-De Rijp,80.56615583344761,HERWIJNEN
Graft-De Rijp,120.79159711268692,HOOGEVEEN
Graft-De Rijp,99.71642886613512,HOORN (TERSCHELLING)
Graft-De Rijp,136.53740412264568,HUPSEL
Graft-De Rijp,97.4709199937353,LEEUWARDEN
Graft-De Rijp,48.842413710735656,LELYSTAD
Graft-De Rijp,194.6553817092992,MAASTRICHT
Graft-De Rijp,74.29346264718225,MARKNESSE
Graft-De Rijp,172.45447399318456,NIEUW BEERTA
Graft-De Rijp,70.63426648112026,ROTTERDAM
Graft-De Rijp,26.38637498252013,SCHIPHOL
Graft-De Rijp,54.05563467482566,STAVOREN
Graft-De Rijp,144.44006260153358,TWENTHE
Graft-De Rijp,52.84003994198445,VOORSCHOTEN
Graft-De Rijp,149.55978716843882,VLISSINGEN
Graft-De Rijp,116.77142648786108,VOLKEL
Graft-De Rijp,161.83808269958644,WESTDORPE
Anna Paulowna,177.25516423352497,ARCEN
Anna Paulowna,25.396580157057123,BERKHOUT
Anna Paulowna,98.90905882450038,CABAUW
Anna Paulowna,113.25155585992951,DEELEN
Anna Paulowna,87.29181318975625,DE BILT
Anna Paulowna,8.987868530106923,DE KOOY
Anna Paulowna,120.48984048230832,EELDE
Anna Paulowna,160.66417360874985,EINDHOVEN
Anna Paulowna,143.8411795302406,GILZE-RIJEN
Anna Paulowna,112.97146653610233,HERWIJNEN
Anna Paulowna,117.13195212067804,HOOGEVEEN
Anna Paulowna,68.24318205728066,HOORN (TERSCHELLING)
Anna Paulowna,151.14040832072934,HUPSEL
Anna Paulowna,73.17132198588115,LEEUWARDEN
Anna Paulowna,63.679918668348826,LELYSTAD
Anna Paulowna,226.10291526947273,MAASTRICHT
Anna Paulowna,72.36731914775972,MARKNESSE
Anna Paulowna,159.08764692926974,NIEUW BEERTA
Anna Paulowna,103.28690043008804,ROTTERDAM
Anna Paulowna,60.15897948768837,SCHIPHOL
Anna Paulowna,36.48430732234687,STAVOREN
Anna Paulowna,153.09695333307724,TWENTHE
Anna Paulowna,84.43772137682843,VOORSCHOTEN
Anna Paulowna,179.24652689918716,VLISSINGEN
Anna Paulowna,145.7372297788622,VOLKEL
Anna Paulowna,193.710767095637,WESTDORPE
Beemster,147.23487435067346,ARCEN
Beemster,9.703169955869834,BERKHOUT
Beemster,66.02599937794373,CABAUW
Beemster,85.86233104870887,DEELEN
Beemster,54.42404538522567,DE BILT
Beemster,41.71694447532571,DE KOOY
Beemster,128.15310235377726,EELDE
Beemster,127.61127396621889,EINDHOVEN
Beemster,110.97896272950653,GILZE-RIJEN
Beemster,79.82575096406633,HERWIJNEN
Beemster,113.53449435416894,HOOGEVEEN
Beemster,96.46342710821976,HOORN (TERSCHELLING)
Beemster,130.32132545115132,HUPSEL
Beemster,92.23058907290007,LEEUWARDEN
Beemster,42.09879848955934,LELYSTAD
Beemster,193.2635513055271,MAASTRICHT
Beemster,67.0602239835779,MARKNESSE
Beemster,165.53711556504308,NIEUW BEERTA
Beemster,74.43383788780446,ROTTERDAM
Beemster,28.794336483064765,SCHIPHOL
Beemster,48.480246226024036,STAVOREN
Beemster,137.60942762495674,TWENTHE
Beemster,57.55081603785839,VOORSCHOTEN
Beemster,154.5618200965664,VLISSINGEN
Beemster,114.01667442486364,VOLKEL
Beemster,165.83199339578948,WESTDORPE
Bergen (NH.),166.47675996265167,ARCEN
Bergen (NH.),20.39855911799693,BERKHOUT
Bergen (NH.),79.28072104572762,CABAUW
Bergen (NH.),105.91996680059447,DEELEN
Bergen (NH.),71.63232924162439,DE BILT
Bergen (NH.),29.908507807197033,DE KOOY
Bergen (NH.),137.99846255430342,EELDE
Bergen (NH.),143.4320119698896,EINDHOVEN
Bergen (NH.),123.68436374292938,GILZE-RIJEN
Bergen (NH.),95.30516064737085,HERWIJNEN
Bergen (NH.),128.36105014998054,HOOGEVEEN
Bergen (NH.),92.30025218584183,HOORN (TERSCHELLING)
